L_HUNDRED,STNAME,SEG_ID,CustCount,LAT,LNG
1300,N ROBINSON ST,401319,2,39.972003958379744,-75.24200590217357
500,N ROBINSON ST,401502,4,39.970752570799654,-75.2419719676886
500,N GROSS ST,401495,13,39.97125990039301,-75.24606134955916
6300,HAVERFORD AVE,401314,3,39.97193364938545,-75.24544078563865
1300,MC KINLEY ST,760797,3,40.03784401401425,-75.08008615982583
200,GOVERNORS CT,323563,1,39.94444559441828,-75.18166889365125
100,GOVERNORS CT,323564,1,39.94423109924952,-75.18188428388088
0,ACADEMY CIR,323567,1,39.94387836084485,-75.18234712447772
500,ADMIRALS WAY,323576,2,39.94385081434446,-75.18467037496829
0,CAPTAINS WAY,323580,1,39.943703536083596,-75.18489872540088
400,CAPTAINS WAY,323581,2,39.94364072327499,-75.18515003285331
1200,S 31ST ST,323646,2,39.93855399184901,-75.1950015945305
8200,STENTON AVE,822084,3,40.07901354373453,-75.19940399982926
8600,WILLIAMS AVE,820740,7,40.07986282166115,-75.1799161984814
2100,W CHELTENHAM AVE,822097,2,40.07057651782075,-75.15203173786516
2100,W CHELTENHAM AVE,822096,1,40.070406852880495,-75.15173372207691
1900,W CHELTENHAM AVE,822100,1,40.068840258244,-75.14898214502188
7300,PITTVILLE AVE,820897,3,40.0652558338348,-75.14419047097681
1900,PANAMA ST,322701,3,39.947078258378056,-75.17375561947065
200,S JUNIPER ST,440548,2,39.9478801278386,-75.16342539128556
200,S JUNIPER ST,440610,1,39.94707471460828,-75.16360137567627
2000,MARGARET ST,661192,1,40.01082048820317,-75.07693127028206
3000,MIFFLIN ST,323506,4,39.930212479724155,-75.19553733560602
1800,S CORLIES ST,323499,1,39.93088658649149,-75.19583558970047
1800,S 31ST ST,323475,4,39.93098911921968,-75.1966191034768
1500,S CORLIES ST,322444,24,39.93451643936571,-75.19479194170178
1700,S 31ST ST,323536,1,39.93220097476579,-75.1963579450209
1700,S NAPA ST,323538,2,39.93230248565899,-75.1971673736727
1700,S 32ND ST,323540,1,39.93240336726762,-75.19794275018982
1800,S 32ND ST,323541,1,39.93116881003106,-75.19821684188719
600,WAVERLY ST,342543,1,39.94370613114689,-75.15217506068826
4600,BROWN ST,423297,1,39.96647578898074,-75.21495436677115
7100,HENRY AVE,700582,1,40.050377362188414,-75.22253604686318
7300,HENRY AVE,700583,2,40.052101417094335,-75.22622720599308
700,VALLEY GREEN CT,700581,4,40.05124260611175,-75.2261013392198
2200,SHARSWOOD ST,521221,1,39.976954747935785,-75.17247688054852
7200,PASCHALL AVE,200315,2,39.91738322858014,-75.24320406581866
2300,S 72ND ST,200695,5,39.91703830355292,-75.24237615274528
200,S SARTAIN ST,441488,2,39.947301861039826,-75.1604290332725
800,N LAWRENCE ST,441140,4,39.96562923131296,-75.14500429259569
800,N LAWRENCE ST,441398,7,39.965108138740156,-75.14511862271159
900,WALLACE ST,442183,2,39.96389555032549,-75.15354803657209
300,FAIRMOUNT AVE,440713,1,39.962663126034656,-75.14440609439596
400,FAIRMOUNT AVE,440712,3,39.96313951939179,-75.14643003960639
400,FAIRMOUNT AVE,441321,7,39.962893389031855,-75.14539654524967
400,OLIVE ST,441148,4,39.96365364922904,-75.1462685117177
400,OLIVE ST,440751,2,39.96340966816582,-75.1452394158559
100,E ALLEN ST,440242,5,39.965772298377146,-75.13338375132453
0,LINDBERGH BLVD,220806,5,39.91253358612644,-75.22885809249733
300,E RITTENHOUSE ST,722228,3,40.04032795133039,-75.1732122537058
1500,W CHELTENHAM AVE,822108,2,40.065141018286575,-75.14249431646829
1500,W CHELTENHAM AVE,822111,5,40.0644792901137,-75.14133208952657
100,W CHELTENHAM AVE,742862,2,40.05183191391391,-75.11976827863619
0,E CHELTENHAM AVE,742866,10,40.04971955554082,-75.11606850395052
0,E CHELTENHAM AVE,742867,2,40.048979527931934,-75.11479206416905
0,E CHELTENHAM AVE,742868,4,40.048357264172104,-75.11371887172375
0,E CHELTENHAM AVE,742869,1,40.04773593202088,-75.11264735061486
1600,S CORLIES ST,323535,2,39.93333007376796,-75.1953130183408
1600,S NAPA ST,323537,2,39.93336575445469,-75.19693939835841
3100,FERNON DR,323526,1,39.9337734459565,-75.19644098764292
1800,S NAPA ST,323539,4,39.93108657635277,-75.19742806869823
1600,S 31ST ST,323534,4,39.933266500158375,-75.19613591762909
3300,RICHMOND ST,543706,2,39.984544425656196,-75.09844477863096
7600,ARDLEIGH ST,820130,1,40.0705351039604,-75.1937571956364
700,S 03RD ST,342547,1,39.93836464026385,-75.1482790841233
300,FULTON ST,342533,3,39.938522433654306,-75.14868569425347
300,FULTON ST,342535,2,39.93849801429557,-75.14942935134732
400,FULTON ST,340505,3,39.938695545889935,-75.1506479316584
700,S 04TH ST,340503,3,39.938875573593634,-75.14980175371761
1400,N 22ND ST,521185,4,39.976694308971794,-75.17170161085039
2200,INGERSOLL ST,521225,2,39.975882333847196,-75.1727064201299
4700,REINHARD ST,322839,1,39.94397496172378,-75.2127741381165
1200,S 48TH ST,323432,3,39.943323900259124,-75.21299800852555
4700,UPLAND ST,323091,13,39.943618129436025,-75.21226824385107
800,CHRISTIAN ST,340577,2,39.93890315077929,-75.15751827213256
1400,N 22ND ST,521181,1,39.97635719839077,-75.17177307603126
1300,N 22ND ST,521182,1,39.975976805692596,-75.17186539125133
9200,BLUE GRASS RD,960969,1,40.07225984670086,-75.02932578607697
5400,SUMMER ST,413781,4,39.96439165331814,-75.22860594717986
300,QUEEN ST,342577,21,39.93742862854621,-75.14933577738552
2300,WALLACE ST,423397,6,39.9666906991649,-75.17586240223811
2300,WALLACE ST,423398,2,39.96679249120857,-75.17664997952593
7300,RYERS AVE,840381,6,40.065441608248626,-75.08888107939882
500,COTTMAN AVE,840522,1,40.06501494551947,-75.08991013414632
7800,FILLMORE ST,940144,3,40.075999377146786,-75.08948948867007
2100,N BROAD ST,541897,3,39.98550040793098,-75.1564468798072
2000,N BROAD ST,542163,2,39.98396857277852,-75.1567666157514
1200,SEROTA PL,960904,10,40.095445885988376,-75.03434394177785
500,S REESE ST,342146,2,39.94254479925481,-75.15104055111007
2100,S 26TH ST,322706,2,39.92635379476272,-75.18952580121874
2800,CASTOR AVE,560132,4,39.988075225360554,-75.0887372368696
5100,BALTIMORE AVE,320193,1,39.94776298303287,-75.22572128367435
5100,MALCOLM ST,320183,1,39.94732078673731,-75.22585427661886
500,S 02ND ST,340262,1,39.94146680643762,-75.14550028659679
700,NORTH TER,442154,1,39.96362571810172,-75.15088227637601
600,PERTH PL,442150,1,39.96395811965494,-75.15111301303769
3100,CROATAN PL,221214,2,39.91152462228981,-75.17629172777343
3100,OLYMPIA PL,221216,3,39.91127439158951,-75.18059985782811
1200,MARLBOROUGH ST,442161,12,39.970315515601655,-75.1320886757628
1200,MARLBOROUGH ST,442162,3,39.970975539866814,-75.13244028561505
1200,E OXFORD ST,442159,5,39.970544616912086,-75.13141878116116
1200,E OXFORD ST,442160,1,39.97127771228153,-75.13180890354546
1200,DAY ST,440126,8,39.96989528281194,-75.13356555183964
200,E GIRARD AVE,441638,1,39.969167540874004,-75.13342199596934
1100,DAY ST,440172,6,39.96868372637979,-75.13275105785699
200,E GIRARD AVE,441640,1,39.969361386059205,-75.13284978590272
1400,S RINGGOLD ST,321900,8,39.93450396041972,-75.18487062288544
1700,PINE RD,960951,2,40.10090730125638,-75.06319448066147
1600,PINE RD,960948,2,40.099072082410785,-75.06489764895528
1800,PINE RD,1060817,1,40.10427105157121,-75.05993604958365
0,RED LION RD,1060513,1,40.11248855284278,-75.04818582356496
3900,BRANDYWINE ST,423348,4,39.96252636050329,-75.20021385525203
7300,ELMWOOD AVE,200202,3,39.913657147725665,-75.24247858205003
700,S DARIEN ST,342561,2,39.93984673534435,-75.15692615562051
800,CATHARINE ST,340477,2,39.939650916209246,-75.1567915846619
800,S DARIEN ST,340412,1,39.9392487661331,-75.15710900456804
100,SOUTH ST,340268,2,39.9411492072274,-75.14535174675167
200,SOUTH ST,340267,2,39.941255037072644,-75.14620748276428
5500,VINE ST,400844,2,39.96547390498745,-75.23084661506428
1300,N 61ST ST,401318,1,39.9716663077021,-75.24103873973023
6100,W THOMPSON ST,400621,3,39.971440128222106,-75.24144650146862
6000,W THOMPSON ST,401321,3,39.97141751083441,-75.24019873351288
2200,S LAMBERT ST,322559,9,39.923981577922405,-75.18078956188693
2200,S 21ST ST,322521,15,39.92398827821422,-75.18156625569932
2100,W PASSYUNK AVE,322782,7,39.92312890207059,-75.18255822388433
2300,S 21ST ST,322783,10,39.92273550783792,-75.18183210713102
2800,W MONTGOMERY AVE,521117,3,39.983285377872825,-75.18127327588883
1800,N 29TH ST,521371,1,39.98457762124344,-75.18130104003089
2800,W GLENWOOD AVE,521129,3,39.983822134085194,-75.18098851503122
6300,KINGSESSING AVE,300434,6,39.928373179802186,-75.23621483820472
1000,W SEDGLEY AVE,642005,1,40.0011885270034,-75.14663701815167
2600,S ROSEWOOD ST,220124,12,39.917607896071985,-75.17190135685716
3000,HOLME AVE,862021,4,40.056616572313054,-75.01784038027996
0,S 44TH ST,422588,2,39.95769826388426,-75.20950398659708
4300,MARKET ST,420834,1,39.958003974826006,-75.20877743199121
5500,CHERRY ST,413647,2,39.96319482540308,-75.2321142395698
100,N VOGDES ST,413752,2,39.96332514543645,-75.23127275931462
100,N VOGDES ST,413753,3,39.96377360589606,-75.23134685924909
500,S HANCOCK ST,342551,1,39.94159648840928,-75.14486925460243
4500,DITMAN ST,661207,2,40.01087137771771,-75.0811735582828
4500,DITMAN ST,661208,3,40.01119815143295,-75.08064717138244
1900,PEAR ST,661202,1,40.01072525737348,-75.0806900990513
2000,HART LN,543738,2,39.9896194440442,-75.11974331933162
8800,VERREE RD,960936,2,40.09326051625724,-75.05237638847065
8800,VERREE RD,960937,1,40.09380987305098,-75.05179554818525
2900,W CLEMENTINE ST,521702,2,40.0038293655177,-75.17789872223791
2800,W CLEMENTINE ST,521704,3,40.003540101953014,-75.17634180397675
10400,SAINT THOMAS DR,1060811,2,40.1047202389884,-75.01302052946173
3500,CALUMET ST,621909,5,40.01418213419689,-75.19291957690665
3500,CALUMET ST,621910,2,40.01324485246398,-75.19354960132758
2500,S PERCY ST,240240,10,39.91780615358239,-75.16323264042295
2400,S PERCY ST,341907,11,39.91899864278132,-75.16280303600304
500,E HILL CREEK DR,742877,1,40.037729181391036,-75.1101431109657
5500,N HILL CREEK DR,742875,1,40.03773484517187,-75.11087716886469
5500,HILL CREEK CT,742880,1,40.035794618779775,-75.10922356101375
2700,BERKSHIRE ST,661187,2,39.995649711545546,-75.07967503649026
2700,E JUNIATA ST,661215,1,39.99597796806325,-75.07904707452552
2600,E JUNIATA ST,661214,4,39.99656550095538,-75.07957767756433
100,N 03RD ST,440916,1,39.952634019556186,-75.14513864818305
100,N 03RD ST,440913,3,39.95328902540841,-75.14499884786974
4700,RICHMOND ST,660101,3,40.00130813438409,-75.06567963861023
2700,KIRKBRIDE ST,660071,3,40.00140214441708,-75.06632867308264
4700,RICHMOND ST,660103,6,40.00093185147054,-75.06642307350018
5000,F ST,741030,9,40.02555486300788,-75.10982689836703
2900,S BROAD ST,240517,2,39.91369672995196,-75.17163465321784
2900,S BROAD ST,240780,1,39.91311408656065,-75.17175935714272
700,MILLER ST,543126,2,39.975234377665366,-75.1274902782036
1400,E HEWSON ST,543153,5,39.97512223008004,-75.12707742575292
1400,E HEWSON ST,543101,1,39.97550667242327,-75.12728574035516
900,W BOSTON ST,541287,2,39.988881020035365,-75.14750058898832
2400,GERMANTOWN AVE,541381,2,39.98856310465272,-75.14659457711304
500,FRANKLIN PL,442114,1,39.96219977592057,-75.15046014274833
3100,N 29TH ST,521329,3,40.00339619456886,-75.17719420671456
3100,N 29TH ST,520612,1,40.00388689569266,-75.1770938037238
3200,N LEE ST,642609,1,39.99929160032016,-75.12845476797015
1100,S 23RD ST,321699,5,39.938925529897936,-75.18166082518
2200,ALTER ST,321782,1,39.939052772819316,-75.1807802251045
1100,S 22ND ST,321664,2,39.93872681380577,-75.17999657901892
2100,ALTER ST,321783,6,39.938852007015306,-75.17915514074959
5600,OGONTZ AVE,721553,1,40.03980109459514,-75.15074884623556
600,E ALLENS LN,820444,14,40.068795438951966,-75.18330649452865
900,E ALLENS LN,820527,8,40.07003907006558,-75.18184464077895
600,WADSWORTH AVE,820442,8,40.069220728719216,-75.18403928882543
300,S 10TH ST,340116,1,39.94539753420612,-75.15806772622498
2700,SOUTH ST,323658,1,39.94630506179203,-75.1856579929717
3100,N DARIEN ST,540040,3,39.99965151717227,-75.14410252244623
1700,N ORIANNA ST,542822,1,39.977364374654066,-75.14094325415995
15000,TREVOSE RD,1160218,1,40.130455539723265,-75.00527262634728
5100,W COLUMBIA AVE,413779,8,39.98002196261291,-75.22346170524884
8400,GERMANTOWN AVE,800134,1,40.075576099118244,-75.20566233256758
0,E HIGHLAND AVE,800127,1,40.07647607610284,-75.20595777995709
8600,GERMANTOWN AVE,800121,1,40.07683336699587,-75.20777850979634
8500,GERMANTOWN AVE,800128,1,40.076312774460156,-75.2069050972859
0,W EVERGREEN AVE,800024,1,40.07595907591888,-75.20810842917567
2000,E ELKHART ST,543721,1,39.99159710123994,-75.11443697151178
2000,E STELLA ST,543719,1,39.99147604736262,-75.11559750041128
2000,E STELLA ST,543720,2,39.990923643756275,-75.11523231127038
3000,EMERALD ST,543717,1,39.991983211036796,-75.11564111672647
3000,EMERALD ST,543718,1,39.99222485970595,-75.1151763599318
400,WHARTON ST,342518,2,39.93211784063692,-75.15210429569078
400,TITAN ST,342517,3,39.93249086788325,-75.15202846140907
9900,NICKLAUS DR,1060803,1,40.110639587962936,-75.04697999161145
300,PALMER DR,1060806,1,40.109948323975466,-75.0465846356009
300,PAR DR,1060809,3,40.1095450181395,-75.04423445460638
300,PALMER DR,1060807,1,40.10894971067465,-75.04485669675402
9900,PLAYER DR,1060805,1,40.108585569749465,-75.04343723184299
2300,EDGLEY ST,522262,1,39.98729042834742,-75.17144199988482
800,N 04TH ST,441260,8,39.96492766846529,-75.14416206535022
900,E HORTTER ST,820238,13,40.06403567489845,-75.17154072814995
800,E HORTTER ST,820452,14,40.06271809107317,-75.1726982797551
500,PENNY LN,940134,20,40.08366040547816,-75.07285245399703
500,EASY ST,940139,5,40.084224144529955,-75.07209708251897
7300,SHELBOURNE ST,840494,17,40.06525458152682,-75.0865466815813
4000,PRESIDENTIAL BLVD,500470,1,40.00560529893494,-75.21151208404548
4400,DRIFTWOOD DR,621905,9,40.01264433529688,-75.19876723262047
2300,WALNUT ST,423392,1,39.95132432541538,-75.18011220745149
4800,WHITAKER AVE,642634,2,40.02360851528535,-75.11083459373488
0,CHRISTIAN ST,342582,2,39.93511803398035,-75.14356515253311
0,N STATION LN,800430,1,40.07643141492532,-75.20221138576301
600,SAINT GEORGES RD,722233,3,40.052146537516684,-75.20491315408965
3400,MANTUA AVE,423400,1,39.96731994310217,-75.19332623745075
1800,BELMONT MANSION DR,522422,1,39.98967893450065,-75.21371705105027
1200,S 32ND ST,322103,1,39.93879633399557,-75.19656323723403
1200,S HARMONY ST,322821,3,39.93935719476281,-75.20045813244445
5300,GRAYS AVE,322608,7,39.934691594709896,-75.21564936220742
5300,LINDBERGH BLVD,323629,8,39.93437267657444,-75.21496571384472
5600,ANDERSON ST,721203,5,40.050761359658665,-75.15845846098404
700,MARLEY RD,742846,5,40.030148309115845,-75.10867594188964
5100,MONTOUR ST,742847,1,40.02991437162829,-75.10759095995776
3100,W THOMPSON ST,423279,2,39.976781801142764,-75.18670209702788
3100,W THOMPSON ST,423280,4,39.97688614981312,-75.18749529933797
0,BREWERYTOWN CT,423281,9,39.97747467249941,-75.18697156261264
3200,FULLER ST,861062,9,40.047646937363915,-75.02968366567772
8000,ROWLAND AVE,861061,5,40.04702671081621,-75.02858658283088
8000,ROWLAND AVE,861073,4,40.046244006936035,-75.03031833943798
300,N 33RD ST,421883,1,39.961294811172074,-75.18961835207048
3200,PEARL ST,421887,2,39.96103089329298,-75.18883659597152
8700,BRIERDALE RD,700577,1,40.06745637477229,-75.23830880956758
1300,S 05TH ST,340996,2,39.931446827096245,-75.1530642428731
2700,APPLEHOUSE RD,862027,3,40.0662535578949,-75.0247248596014
2500,GLENWOOD DR,522256,2,39.98563236000215,-75.1774315776918
8800,LISTER ST,860796,13,40.0669262744018,-75.03487210140996
1800,BERWYN ST,960938,10,40.08948814979531,-75.03138418541452
300,MONTROSE ST,342008,1,39.935914057804794,-75.14924132040646
300,CHRISTIAN ST,342507,1,39.93680144746369,-75.14978278475152
300,CHRISTIAN ST,340537,1,39.93658444936788,-75.14901550129798
3300,WHARTON ST,322878,1,39.93818098239635,-75.19842230905022
3200,LATONA ST,322164,4,39.938455333302464,-75.1970905711961
1200,S 35TH ST,322928,1,39.939253722459114,-75.19994127747695
2200,RACE ST,423402,2,39.957943423045904,-75.17640801884802
3800,PENNSGROVE ST,423404,7,39.972157998476256,-75.20013624745322
0,HAMILTON CIR,423356,4,39.96266431545562,-75.17033311672066
800,S SWANSON ST,342568,1,39.93551768416355,-75.14328386659673
800,INDEPENDENCE CT,342566,1,39.93554770225021,-75.14375669826919
200,CINNAMINSON ST,600709,1,40.037964684800116,-75.23033449547246
300,CINNAMINSON ST,600710,5,40.038533993129256,-75.22807065679645
4100,TACOMA ST,621912,1,40.01691862001883,-75.1567499543641
1400,N 19TH ST,522405,1,39.97653605295441,-75.16654102370237
1400,N 20TH ST,522406,1,39.97674402819356,-75.16811196154087
1300,S LAWRENCE ST,340993,3,39.93136570683098,-75.15246881355655
1300,S LEITHGOW ST,340994,1,39.931314982598266,-75.15209414160131
300,S 13TH ST,342519,1,39.94546397608397,-75.16290542358387
2000,CAPRI DR,221118,3,39.91054544005256,-75.18298217734609
3100,CAPRI DR,221204,2,39.91032721105382,-75.1842254600208
2100,VERONA DR,221207,7,39.909695870844736,-75.18436918772048
3200,DAVINCI DR,221206,8,39.91008943329903,-75.18353337877069
3000,N RINGGOLD ST,521601,9,40.000949161700206,-75.1705893351733
12000,TEMPLETON DR,980080,5,40.08967664562653,-74.97718756833613
7800,ANITA DR,860021,31,40.06423240565348,-75.0691173535534
3200,MORRELL AVE,980528,5,40.07779135972083,-74.99609900782552
1500,GREGG ST,960780,4,40.08229234915304,-75.04543996140033
3500,DOWS RD,980552,6,40.08067417499577,-74.9906641640549
0,LEGION ST,1080296,1,40.09219040324295,-74.97996969103313
3000,DERRY TER,1080080,5,40.09429381441751,-74.98807031086392
3000,DERRY PL,1080083,12,40.093834570513316,-74.98713270564726
12500,DEERRUN PL,1080383,6,40.09372531721877,-74.97003742564796
12600,FRIAR PL,1080265,11,40.09592959061201,-74.96580523791025
1200,FENWICK PL,1060112,2,40.099078624053234,-75.03506229889244
11800,JEANES ST,1060734,5,40.12196347995242,-75.02313563589809
400,WARING ST,1060733,7,40.122053972959556,-75.02461621883316
0,TOLBUT ST,861321,3,40.05947482436134,-75.0239109148722
1200,FAUNCE ST,860285,4,40.06345460073444,-75.07615115017705
5300,WESTFORD RD,740946,6,40.03080110247938,-75.11634939090351
5200,WESTFORD RD,740988,8,40.02967356555434,-75.11618567511486
5100,BINGHAM ST,741817,5,40.028056109954605,-75.11390652012824
5100,D ST,742536,8,40.02813526688288,-75.11490393060579
0,PINE ST,340252,3,39.94299572628018,-75.14444460886966
200,PINE ST,341971,7,39.943220733849415,-75.14621821200046
400,S 02ND ST,342194,1,39.94261754405324,-75.1452352354784
100,LOMBARD ST,340254,3,39.9420476685883,-75.14465352041536
2300,GERMANTOWN AVE,543712,2,39.98731171657433,-75.14568104412693
2300,N 08TH ST,541596,1,39.98739918410041,-75.1462825774758
500,N 12TH ST,440821,1,39.96219205613192,-75.15763707795641
1200,RIDGE AVE,440322,1,39.96223257152328,-75.157873008812
0,SPRING GARDEN ST,441776,1,39.96197437379935,-75.15846736328645
900,N 45TH ST,423310,1,39.969556826550786,-75.21291719503728
5000,S BROAD ST,221056,1,39.88941034103582,-75.1757942243036
1700,N 51ST ST,400047,1,39.98042439310269,-75.22166365838538
5100,PARKSIDE AVE,400034,3,39.98095223094183,-75.22197341124102
5100,PARKSIDE AVE,400028,5,39.98126812635047,-75.22282579973131
1700,N PAXON ST,402003,3,39.980810757819256,-75.22270042864228
1700,N CREIGHTON ST,401470,3,39.98105603286237,-75.22336999277259
5100,VIOLA ST,401472,8,39.980598664922546,-75.22324461841136
5100,VIOLA ST,401469,2,39.980871548040376,-75.22398324626633
5100,VIOLA ST,401471,9,39.98028177295455,-75.22239139752094
1600,N LINDENWOOD ST,402010,6,39.97973225311577,-75.22745506120603
5400,MORSE ST,500164,8,39.98438980236885,-75.23287429488111
1600,N 55TH ST,400081,1,39.978642256834235,-75.23221218318345
1600,N 55TH ST,400094,1,39.97798510437715,-75.23208978603401
5400,LANSDOWNE AVE,400115,3,39.97691221173091,-75.2313307230326
1600,N 55TH ST,401444,3,39.97725210521043,-75.23186076118557
1500,N 55TH ST,401415,31,39.9760876783083,-75.23163918206274
5500,LANSDOWNE AVE,400117,5,39.97680830255282,-75.23227969404985
1600,N ALLISON ST,401428,1,39.97714328949933,-75.2328483967163
1500,N ALLISON ST,401414,30,39.97598039722935,-75.23262865548033
5500,LANSDOWNE AVE,400119,3,39.976703637395545,-75.23323361917167
1600,N 57TH ST,401424,3,39.97737464827426,-75.23549063782224
5700,HUNTER ST,401430,26,39.97691782321216,-75.23706458442095
5600,HUNTER ST,400109,7,39.97718839012575,-75.23462327647255
1600,N 57TH ST,401427,2,39.97678468594533,-75.23538002923308
1600,N 59TH ST,400106,3,39.97742815120415,-75.23882099389004
1700,N 59TH ST,400099,4,39.97769700746935,-75.2388705562438
1600,N 59TH ST,401305,2,39.97642340685568,-75.23863257824486
1500,N 59TH ST,401296,11,39.9753364890244,-75.23842618760115
5900,LANSDOWNE AVE,400134,15,39.97606532779164,-75.23898902986029
5800,LANSDOWNE AVE,401431,6,39.97616078788075,-75.2381333902103
5900,TURNER ST,400043,11,39.98083192153689,-75.240299090801
6100,W COLUMBIA AVE,401226,28,39.98086277718334,-75.24466914844983
6100,W OXFORD ST,400066,15,39.97986665814565,-75.2444817243836
6000,W OXFORD ST,400060,4,39.98016130571487,-75.24182516350295
1600,N 60TH ST,400138,14,39.97665488047109,-75.24037341401417
1500,N 60TH ST,401248,5,39.97515240201477,-75.24009113882983
5900,LANSDOWNE AVE,400137,1,39.97597326984638,-75.23982119145128
1500,N ROBINSON ST,401235,19,39.97487996868264,-75.2425475083497
6100,LANSDOWNE AVE,400149,2,39.97570513959231,-75.24224611292551
7500,CLARIDGE ST,860029,3,40.062579919551055,-75.07628759635375
1200,FAUNCE ST,860030,1,40.06295997791232,-75.07526125683205
9600,SANDANNE RD,1060810,3,40.104365843397716,-75.05738879704919
12500,CALPINE RD,1080363,10,40.09793455925075,-74.97286221205076
12500,RAMER RD,1080612,8,40.09778098848977,-74.97184527659915
2100,S 58TH ST,323551,6,39.93295685238466,-75.2252265805776
1500,N UBER ST,522395,11,39.97770280606824,-75.1670977211033
2000,W OXFORD ST,520516,5,39.97863895428625,-75.16866931457038
1900,W OXFORD ST,522392,1,39.97846547642688,-75.16733772639698
1900,HAMILTON ST,423165,2,39.96214420710825,-75.17028765030618
700,GRAY ST,720101,1,40.04436199438979,-75.16352032240601
1500,E UPSAL ST,821811,1,40.07166637959716,-75.16100051786792
12600,NANTON DR,1080613,4,40.09562109425862,-74.96661080633528
3600,GRAYTON PL,1080239,4,40.095419571107854,-74.96697276193233
400,RENO ST,440274,1,39.964866582971034,-75.14542903370521
800,N LAWRENCE ST,441399,3,39.96441052049941,-75.14526755657135
800,N 05TH ST,440754,2,39.96461338372615,-75.14636041781276
800,N 05TH ST,440271,5,39.96535767232395,-75.14618297159475
4700,N 07TH ST,642642,1,40.02354859398569,-75.13702447607334
100,E CHESTNUT HILL AVE,800434,1,40.08076610974355,-75.20729978952586
4400,OLD YORK RD,640539,1,40.0203478295201,-75.14713115649302
0,W ROOSEVELT BLVD,640540,1,40.020051253068296,-75.14800203650555
1400,W CAYUGA ST,640547,2,40.02012618661569,-75.14969129177844
7700,FAYETTE ST,820100,1,40.071275149773875,-75.16305079179692
4600,MORRIS ST,620862,6,40.021031718145565,-75.16751021766044
7900,FAYETTE ST,820086,9,40.07268314585567,-75.16597005117745
7800,FAYETTE ST,820440,8,40.07177839968315,-75.16409409736401
5600,FRONTENAC ST,742052,3,40.031995010156535,-75.08981628259687
5600,LORETTO AVE,741636,11,40.031532632935026,-75.08897350979576
2100,W ERIE AVE,621949,14,40.01079781108431,-75.16331037518398
1600,E GOWEN AVE,820986,2,40.082261616652154,-75.17326844846279
8400,CEDARBROOK AVE,820994,4,40.08148350342772,-75.17282530944404
8400,BAYARD ST,821015,3,40.08041185197023,-75.17387737707483
8200,TEMPLE RD,821093,8,40.07691379223405,-75.17198450170262
8100,TEMPLE RD,821137,4,40.0758335846585,-75.17011646788757
1300,E MOUNT PLEASANT AVE,821172,3,40.07419375296986,-75.17280344071223
8200,WILLIAMS AVE,821097,6,40.07588427989426,-75.17298634844134
1300,E GORGAS LN,821270,2,40.07252539738723,-75.16988651416992
1200,E DURHAM ST,821120,1,40.07347910683762,-75.17474445459739
8200,RODNEY ST,821178,3,40.07055342593487,-75.17820813786018
8300,MANSFIELD AVE,821181,1,40.07048272555506,-75.18080591679342
900,E MOUNT AIRY AVE,821187,1,40.06956054392726,-75.18112680841772
7100,ANDERSON ST,821249,1,40.06536638863646,-75.18257410495316
7100,ANDERSON ST,821255,4,40.06608943908119,-75.18378498928384
500,E MOUNT PLEASANT AVE,821237,2,40.06567121108191,-75.1812354162569
400,E DURHAM ST,821252,9,40.0650718607014,-75.1838951052089
3800,MANOR ST,600520,5,40.021099764913046,-75.21240582476109
1900,71ST AVE,820788,7,40.06237763347618,-75.15064762214308
1200,VAN KIRK ST,740828,2,40.034243020667176,-75.08514687562041
6200,SUMMERDALE AVE,741669,1,40.04053176092061,-75.0838260970017
6300,SUMMERDALE AVE,740557,4,40.04171650231038,-75.08312838773442
6300,ALGON AVE,741692,10,40.043158497322274,-75.08574505460093
6300,LANGDON ST,741694,7,40.04247584813741,-75.08451160315384
6300,ELMHURST ST,741695,4,40.04281262637409,-75.0851282857525
6300,TROTTER ST,741696,9,40.04212631794819,-75.08387917223448
6400,ALGON AVE,741688,2,40.044032926071594,-75.08475058590322
6400,ALGON AVE,741690,2,40.04458589223073,-75.08407638061617
6500,ALGON AVE,741704,2,40.04571788407312,-75.08270181742061
1000,MAGEE AVE,741703,4,40.04667380179269,-75.08353766107119
6500,DORCAS ST,741705,8,40.04581044850656,-75.08370206971935
1000,UNRUH AVE,780061,1,40.04767551668269,-75.0819389947775
1000,FANSHAWE ST,741709,6,40.04707450879374,-75.08255495670402
6500,ENOLA ST,742025,2,40.04736411724892,-75.0857122449037
600,ROBBINS ST,741584,1,40.046517347944885,-75.09352689886057
600,DEVEREAUX AVE,742091,2,40.0452986692474,-75.09466037741885
2600,LIVINGSTON ST,542637,4,39.97930828881433,-75.11669050222508
3900,BALTIMORE AVE,322707,3,39.94995961033041,-75.20252499540337
2600,PINE ST,320809,1,39.94778189439845,-75.18294213274775
2500,PINE ST,320787,11,39.94767847618361,-75.18204164163858
1800,GERMANTOWN AVE,542705,1,39.97945563779614,-75.14333692828362
1700,N 05TH ST,542939,1,39.977630483522255,-75.14335295458906
400,E SEDGWICK ST,821244,3,40.06334349322183,-75.1815003529882
8600,MANSFIELD AVE,820930,1,40.073691693420784,-75.18626053152663
8500,MANSFIELD AVE,820933,1,40.073265422030346,-75.18551336913984
900,E GOWEN AVE,820941,2,40.071276789869664,-75.18396545527918
7400,STENTON AVE,820936,1,40.071399986479534,-75.18610808884937
